Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,83
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,242
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,,Write-in,0
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
RNT 11-0990,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,94
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,360
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,,Write-in,4
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
RNT 37-0991,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,53
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,162
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,,Write-in,2
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
RNT 11-0992,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,159
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,396
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,,Write-in,1
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",9
RNT 41-0993,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,118
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,274
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,,Write-in,2
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",6
RNT 41-0994,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,150
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,440
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,,Write-in,2
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",11
RNT 41-0995,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,5
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,144
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,318
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,,Write-in,6
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
RNT 11-0996,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,120
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,252
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,,Write-in,2
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
RNT 11-0997,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,78
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,222
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,,Write-in,3
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
RNT 11-0998,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,97
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,272
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,,Write-in,7
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
BEL 41-0103,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,133
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,439
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,,Write-in,4
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
RNT 37-0999,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,90
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,358
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,,Write-in,3
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",10
RNT 37-1000,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,56
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,165
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,,Write-in,0
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
RNT 11-1002,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,68
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,174
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,,Write-in,1
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
RNT 11-1004,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,109
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,255
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,,Write-in,0
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
RNT 11-1006,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,78
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,184
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,,Write-in,1
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
RNT 11-1007,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,237
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,311
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,,Write-in,1
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
RNT 11-1008,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,117
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,225
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,,Write-in,4
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",11
RNT 41-1010,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,154
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,414
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,,Write-in,3
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",9
RNT 11-1011,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,113
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,353
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,,Write-in,3
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",11
RNT 11-1012,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,118
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,278
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,,Write-in,0
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
BEL 41-0106,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,47
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,309
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,,Write-in,2
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",6
RNT 11-1015,State of Washington US President & Vice President,11,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,6
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,151
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,305
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,,Write-in,2
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
RNT 41-1017,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,187
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,404
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,,Write-in,2
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",11
RNT 41-1018,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,182
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,411
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,,Write-in,2
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
KIR 45-1019,State of Washington US President & Vice President,45,0,1,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,69
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,181
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,,Write-in,1
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
SHL 32-1020,State of Washington US President & Vice President,32,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,70
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,415
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,,Write-in,5
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SHL 32-1021,State of Washington US President & Vice President,32,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RING HILL,State of Washington US President & Vice President,45,0,1,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RING HILL,State of Washington US President & Vice President,45,0,1,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,179
RING HILL,State of Washington US President & Vice President,45,0,1,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RING HILL,State of Washington US President & Vice President,45,0,1,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,416
RING HILL,State of Washington US President & Vice President,45,0,1,Total,,Write-in,3
RING HILL,State of Washington US President & Vice President,45,0,1,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",17
RING HILL,State of Washington US President & Vice President,45,0,1,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,95
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,201
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,,Write-in,1
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
BEL 48-1023,State of Washington US President & Vice President,48,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,138
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,133
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,,Write-in,4
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",10
RIVERSIDE,State of Washington US President & Vice President,5,0,8,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,134
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,346
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,,Write-in,3
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
BEL 41-1026,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,98
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,264
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,,Write-in,3
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
BEL 41-0108,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,32
